,Unnamed: 0,Name,TripAdvisorLink,status,pricestatus,adress,city,phone,email,website,rating,reviews,subcat,detail,Thuisbezorgd,TheFork
589,589,Steakhouse Pizzeria Bergo,https://www.tripadvisor.com/Restaurant_Review-g188590-d7341826-Reviews-Steakhouse_Pizzeria_Bergo-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Van Limburg Stirumstraat 24, 1051 BC Amsterdam The Netherlands",Amsterdam,['+31 20 682 2200'],N,N,4.0 ,9 reviews,N,"['PRICE RANGE']:['€5 - €45'],['CUISINES']:['Italian, Pizza'],['Meals']:['Lunch, Dinner'],",True,False
590,590,Ristorante Trattoria La Stego,https://www.tripadvisor.com/Restaurant_Review-g188590-d2277345-Reviews-Ristorante_Trattoria_La_Stego-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Damstraat 12, 1012 JM Amsterdam The Netherlands",Amsterdam,['+31 20 423 6872'],[],http://www.argentinosgrill.nl/,3.0 ,208 reviews,"['Food']:['30'],['Service']:['30'],['Value']:['25'],['Atmosphere']:['30'],","['CUISINES']:['Steakhouse, European, Argentinean'],['Meals']:['Dinner'],['FEATURES']:['Seating, Serves Alcohol, Table Service, Reservations'],",False,False
591,591,Matias,https://www.tripadvisor.com/Restaurant_Review-g188590-d1974358-Reviews-Matias-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Korte Leidsedwarsstraat 95, 1017 PX Amsterdam The Netherlands",Amsterdam,['+31 20 638 1817'],N,N,3.0 ,179 reviews,"['Food']:['30'],['Service']:['35'],['Value']:['30'],['Atmosphere']:['35'],","['CUISINES']:['Mexican, South American'],['Meals']:['Lunch, Dinner, Late Night'],['FEATURES']:['Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Outdoor Seating, Table Service'],",False,False
592,592,Padjak de Smeltkroes,https://www.tripadvisor.com/Restaurant_Review-g188590-d12252049-Reviews-Padjak_de_Smeltkroes-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Bijlmerdreef 1289, 1103 TV Amsterdam The Netherlands",Amsterdam,['+31 20 495 2076'],['info@smeltkroeszo.nl?'],http://www.smeltkroeszo.nl/,3.0 ,12 reviews,N,"['CUISINES']:['Indian'],['FEATURES']:['Seating, Wheelchair Accessible'],",False,False
593,593,San Diego,https://www.tripadvisor.com/Restaurant_Review-g188590-d5416512-Reviews-San_Diego-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Nieuwe Hoogstraat 2a, 1011 HE Amsterdam The Netherlands",Amsterdam,['+31 20 626 0604'],N,N,3.0 ,130 reviews,"['Food']:['35'],['Service']:['35'],['Value']:['30'],['Atmosphere']:['35'],","['CUISINES']:['Italian, Pizza, European'],['Meals']:['Dinner, Lunch'],['FEATURES']:['Seating, Serves Alcohol, Table Service, Reservations'],",False,False
594,594,De Koperen Ketel,https://www.tripadvisor.com/Restaurant_Review-g188590-d14790673-Reviews-De_Koperen_Ketel-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Amstel 32h, 1017 AB Amsterdam The Netherlands",Amsterdam,['+31 20 337 9925'],N,N,4.5 ,106 reviews,"['Food']:['45'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€10 - €30'],['CUISINES']:['Dutch, European'],['Special Diets']:['Vegetarian Friendly'],",False,False
595,595,Topkapi,https://www.tripadvisor.com/Restaurant_Review-g188590-d7267903-Reviews-Topkapi-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Lange Leidsedwarsstraat 37, 1017 NG Amsterdam The Netherlands",Amsterdam,['+31 6 30030185'],N,N,3.0 ,62 reviews,"['Food']:['35'],['Service']:['35'],['Value']:['30'],","['CUISINES']:['Moroccan, Mediterranean, Middle Eastern'],['Meals']:['Lunch, Dinner'],['FEATURES']:['Reservations, Seating, Serves Alcohol, Table Service'],",True,True
596,596,Restaurant Antep Sofrasi Amsterdam,https://www.tripadvisor.com/Restaurant_Review-g188590-d3588894-Reviews-Restaurant_Antep_Sofrasi_Amsterdam-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Borneostraat 92 a, 1094 CP Amsterdam The Netherlands",Amsterdam,['+31 6 40594445'],N,N,3.5 ,28 reviews,"['Food']:['35'],['Service']:['40'],['Value']:['35'],","['PRICE RANGE']:['€10 - €24'],['CUISINES']:['Turkish, Barbecue'],['Meals']:['Dinner, Drinks'],",False,False
597,597,Lavazza,https://www.tripadvisor.com/Restaurant_Review-g188590-d8795787-Reviews-Lavazza-Amsterdam_North_Holland_Province.html, Unclaimed,N,N,Amsterdam,N,[],https://lavazza-the-netherlands.food96.com/,N,N,N,,False,False
598,598,McDonald's,https://www.tripadvisor.com/Restaurant_Review-g188590-d9976886-Reviews-McDonald_s-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Muntplein 9, 1017 CK Amsterdam The Netherlands",Amsterdam,['+31 20 622 4087'],N,N,3.0 ,52 reviews,"['Food']:['35'],['Service']:['35'],['Value']:['30'],","['CUISINES']:['Fast Food'],['FEATURES']:['Takeout, Wheelchair Accessible, Seating'],",True,False
599,599,Tokyo Ramen Iki,https://www.tripadvisor.com/Restaurant_Review-g188590-d13803227-Reviews-Tokyo_Ramen_Iki-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Amstelveenseweg 83H, 1075 VW Amsterdam The Netherlands",Amsterdam,['+31 20 675 6632'],N,N,3.0 ,20 reviews,"['Food']:['25'],['Service']:['35'],['Value']:['25'],","['PRICE RANGE']:['€5 - €20'],['CUISINES']:['Japanese, Fast Food, Asian'],['Special Diets']:['Vegetarian Friendly'],",True,False
600,600,Pizza Heart Bar,https://www.tripadvisor.com/Restaurant_Review-g188590-d12711650-Reviews-Pizza_Heart_Bar-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Schollenbrugstraat 8, 1091 EX Amsterdam The Netherlands",Amsterdam,['+31 20 368 2547'],N,N,4.0 ,66 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['40'],","['PRICE RANGE']:['€15 - €20'],['CUISINES']:['Italian, Pizza'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,True
0,0,Pizza Heart Bar,https://www.tripadvisor.com/Restaurant_Review-g188590-d12711650-Reviews-Pizza_Heart_Bar-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Schollenbrugstraat 8, 1091 EX Amsterdam The Netherlands",Amsterdam,['+31 20 368 2547'],['sol@pizzaheartbar.nl?'],http://www.pizzaheartbar.nl/,4.0 ,66 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['40'],","['PRICE RANGE']:['€15 - €20'],['CUISINES']:['Italian, Pizza'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,True
1,1,Vlaamsch Broodhuys Amstelveenseweg,https://www.tripadvisor.com/Restaurant_Review-g188590-d15272378-Reviews-Vlaamsch_Broodhuys_Amstelveenseweg-Amsterdam_North_Holland_Province.html, Claimed,$,"Amstelveenseweg 176-178, 1075 XP Amsterdam The Netherlands",Amsterdam,['+31 20 225 2734'],['info@vlaamschbroodhuys.nl?'],http://www.vlaamschbroodhuys.nl/winkels/amsterdam-amstelveenseweg,3.0 ,5 reviews,N,"['CUISINES']:['Dutch, Cafe'],['Meals']:['Breakfast, Lunch, Dinner, Brunch'],['FEATURES']:['Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Digital Payments, Free Wifi, Accepts Credit Cards'],",False,False
2,2,Domino's Pizza,https://www.tripadvisor.com/Restaurant_Review-g188590-d13385648-Reviews-Domino_s_Pizza-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Ceintuurbaan 314, 1072 GL Amsterdam The Netherlands",Amsterdam,['+31 20 470 5292'],['dominos_ceintuurbaan@hotmail.com?'],https://www.dominos.nl/winkel/nl-amsterdamceintuurbaan-30578,3.0 ,3 reviews,N,"['PRICE RANGE']:['€4 - €10'],['CUISINES']:['American'],['Meals']:['Lunch, Dinner'],",True,False
3,3,Restaurant Habsburg,https://www.tripadvisor.com/Restaurant_Review-g188590-d2001192-Reviews-Restaurant_Habsburg-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Stromarkt 1 1012 SW Amsterdam, 1012 SW Amsterdam The Netherlands",Amsterdam,['+31 20 623 3127'],N,N,3.0 ,42 reviews,"['Food']:['35'],['Service']:['30'],['Value']:['30'],['Atmosphere']:['30'],","['CUISINES']:['Dutch, European'],['Meals']:['Lunch, Dinner'],['FEATURES']:['Seating, Serves Alcohol, Outdoor Seating, Table Service'],",False,False
4,4,Pakistan Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d5018140-Reviews-Pakistan_Restaurant-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Scheldestraat 100, 1078 GP Amsterdam The Netherlands",Amsterdam,['+31 20 675 3976'],[],http://www.pakistan-restaurant.com/,3.5 ,25 reviews,"['Food']:['35'],['Service']:['40'],['Value']:['30'],","['CUISINES']:['Pakistani'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner'],",False,False
5,5,Urban village,https://www.tripadvisor.com/Restaurant_Review-g188590-d3822819-Reviews-Urban_village-Amsterdam_North_Holland_Province.html, Unclaimed,N,N,Amsterdam,N,['info@urban-village.nl?'],http://www.urban-village.nl/,N,N,N,"['Meals']:['Dinner'],",False,False
6,6,Tacos & Tequila,https://www.tripadvisor.com/Restaurant_Review-g188590-d17250311-Reviews-Tacos_Tequila-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Nieuwezijds Voorburgwal 182 i The Food Department-Magna Plaza, 1012 SJ Amsterdam The Netherlands",Amsterdam,['+31 6 41213251'],['hola@tacosentequila.nl?'],http://www.tacosentequila.nl/,5.0 ,222 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€4 - €8'],['CUISINES']:['Mexican'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",True,False
7,7,Zorba De Griek,https://www.tripadvisor.com/Restaurant_Review-g188590-d969330-Reviews-Zorba_De_Griek-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Leidsekruisstraat 16/18, 1017 RH Amsterdam The Netherlands",Amsterdam,['+31 20 622 4697'],N,N,3.0 ,277 reviews,"['Food']:['30'],['Service']:['30'],['Value']:['30'],['Atmosphere']:['30'],","['PRICE RANGE']:['€20 - €39'],['CUISINES']:['Mediterranean, European, Greek'],['Special Diets']:['Vegetarian Friendly'],",False,True
8,8,San Georg B.V,https://www.tripadvisor.com/Restaurant_Review-g188590-d7217564-Reviews-San_Georg_B_V-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Reguliersbreestraat 25, 1017 CL Amsterdam The Netherlands",Amsterdam,['+31 20 625 6600'],N,N,3.0 ,8 reviews,N,"['CUISINES']:['Italian, Argentinean, South American'],['FEATURES']:['Reservations'],",False,False
9,9,Pasta Factory 2,https://www.tripadvisor.com/Restaurant_Review-g188590-d14102150-Reviews-Pasta_Factory_2-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Reguliersdwarsstraat 32H, 1017 BM Amsterdam The Netherlands",Amsterdam,['+31 20 792 0127'],['meir.gabay18@gmail.com?'],http://pastafactoryamsterdam.nl/,3.0 ,65 reviews,"['Food']:['30'],['Service']:['30'],['Value']:['30'],","['PRICE RANGE']:['€7 - €15'],['CUISINES']:['Italian'],['FEATURES']:['Seating, Serves Alcohol, Table Service'],",False,False
10,10,Agabi Santa Maria,https://www.tripadvisor.com/Restaurant_Review-g188590-d3404649-Reviews-Agabi_Santa_Maria-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Waterlooplein 361, 1011 PG Amsterdam The Netherlands",Amsterdam,['+31 20 412 3183'],[],http://www.agabisantamaria.nl/gmaplocation,3.0 ,67 reviews,"['Food']:['30'],['Service']:['30'],['Value']:['30'],['Atmosphere']:['35'],","['CUISINES']:['Mexican'],['FEATURES']:['Reservations, Seating, Serves Alcohol, Table Service'],",False,True
11,11,Restaurant Oranjekade,https://www.tripadvisor.com/Restaurant_Review-g188590-d6600001-Reviews-Restaurant_Oranjekade-Amsterdam_North_Holland_Province.html, Unclaimed,N,N,Amsterdam,N,['oranjekade@outlook.com?'],http://restaurantoranjekade.nl/,N,N,N,"['Meals']:['Breakfast, Lunch, Dinner'],",False,False
12,12,Dutch Pancake House Candela,https://www.tripadvisor.com/Restaurant_Review-g188590-d7083206-Reviews-Dutch_Pancake_House_Candela-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Bilderdijkstraat 61 Tram stop , 13 ,19 Bilderdijkstraat/Clerckstraat, 1053 KL Amsterdam The Netherlands",Amsterdam,['+31 20 689 8252'],['info@pannenkoekenhuiscandela.nl?'],http://pannenkoekenhuiscandela.nl/,4.5 ,48 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€5 - €15'],['CUISINES']:['Dutch, European, American'],['Meals']:['Lunch, Dinner, Drinks, Brunch, Breakfast'],",True,True
13,13,La Pampa,https://www.tripadvisor.com/Restaurant_Review-g188590-d1904437-Reviews-La_Pampa-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Paleisstraat 21, 1012 RB Amsterdam The Netherlands",Amsterdam,['+31 (0)20 60 01 53'],['info@argentijnslapampa.nl?'],http://www.arlp.nl/,3.0 ,490 reviews,"['Food']:['35'],['Service']:['30'],['Value']:['30'],['Atmosphere']:['35'],","['CUISINES']:['Steakhouse, Barbecue, Argentinean'],['Meals']:['Dinner, Late Night'],['FEATURES']:['Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music'],",False,False
14,14,Bread Pitt Sandwich Factory,https://www.tripadvisor.com/Restaurant_Review-g188590-d12798690-Reviews-Bread_Pitt_Sandwich_Factory-Amsterdam_North_Holland_Province.html, Unclaimed,N,N,Amsterdam,N,[],http://www.facebook.com/Bread-Pitt-Sandwich-Factory-401821936832160/,N,N,N,"['FEATURES']:['Wheelchair Accessible'],",False,False
15,15,Dutch Bakery,https://www.tripadvisor.com/Restaurant_Review-g188590-d17619572-Reviews-Dutch_Bakery-Amsterdam_North_Holland_Province.html, Claimed,$,"Leidsestraat 6, 1017 PA Amsterdam The Netherlands",Amsterdam,['+31 6 27416622'],N,N,3.0 ,9 reviews,N,"['PRICE RANGE']:['€2 - €9'],['CUISINES']:['Dutch, Cafe, European, Pub'],['Meals']:['Breakfast, Lunch, Dinner, Drinks'],",False,False
16,16,Febo,https://www.tripadvisor.com/Restaurant_Review-g188590-d13225174-Reviews-Febo-Amsterdam_North_Holland_Province.html, Unclaimed,Fast Food,"Ferdinand Bolstraat 89B Near Albert Cyprus Market, 1072 LD Amsterdam The Netherlands",Amsterdam,[],[],http://www.febo.nl/,3.0 ,5 reviews,N,"['CUISINES']:['Fast Food, European, Danish'],",True,False
17,17,Bocador,https://www.tripadvisor.com/Restaurant_Review-g188590-d13001376-Reviews-Bocador-Amsterdam_North_Holland_Province.html, Unclaimed,N,N,Amsterdam,N,[],http://www.bocador.nl/,N,N,N,"['Meals']:['Lunch, Dinner'],['FEATURES']:['Reservations'],",True,True
18,18,Zushi,https://www.tripadvisor.com/Restaurant_Review-g188590-d1144439-Reviews-Zushi-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Amstel 20, 1017 AA Amsterdam The Netherlands",Amsterdam,['+31 20 330 6882'],['zushi@zushi.nl?'],http://www.zushi.nl/,4.0 ,221 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['40'],","['PRICE RANGE']:['€22 - €53'],['CUISINES']:['Japanese, Sushi, Asian, Seafood, Fusion'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",True,True
19,19,Cafe Buhrs,https://www.tripadvisor.com/Restaurant_Review-g188590-d13375508-Reviews-Cafe_Buhrs-Amsterdam_North_Holland_Province.html, Claimed,Dutch,"Van Der Helstplein 7 Plein, 1073 AR Amsterdam The Netherlands",Amsterdam,['+31 20 771 7668'],[],http://www.cafebuhrs.nl/,3.0 ,4 reviews,N,"['CUISINES']:['Dutch, European'],['Meals']:['Drinks, Lunch, Dinner'],['FEATURES']:['Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Free Wifi, Accepts Credit Cards'],",False,False
20,20,24/7 Burgerhouse,https://www.tripadvisor.com/Restaurant_Review-g188590-d12069444-Reviews-24_7_Burgerhouse-Amsterdam_North_Holland_Province.html, Unclaimed,Fast Food,"Archangelkade 6 G, 1013 BE Amsterdam The Netherlands",Amsterdam,['+31 20 358 4966'],N,N,2.5 ,3 reviews,N,"['CUISINES']:['Fast Food'],",False,False
21,21,Javakitchen,https://www.tripadvisor.com/Restaurant_Review-g188590-d6351512-Reviews-Javakitchen-Amsterdam_North_Holland_Province.html, Unclaimed,Asian,"Ceintuurbaan 53, 1072 ET Amsterdam The Netherlands",Amsterdam,['+31 20 751 1615'],['info@javakitchen.nl?'],http://javakitchen.nl/,4.5 ,5 reviews,N,"['CUISINES']:['Asian, Indonesian'],['Meals']:['Dinner'],",False,False
22,22,Yuki Amsterdam,https://www.tripadvisor.com/Restaurant_Review-g188590-d7224015-Reviews-Yuki_Amsterdam-Amsterdam_North_Holland_Province.html, Unclaimed,N,N,Amsterdam,N,[],http://www.thuisbezorgd.nl/yuki-amsterdam,N,N,N,"['Meals']:['Lunch, Dinner'],",False,False
23,23,Eetcafe 100% Zuidoost,https://www.tripadvisor.com/Restaurant_Review-g188590-d10262886-Reviews-Eetcafe_100_Zuidoost-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"B Bijlmerplein 367 Winkelcentrum Amsterdamse Poort, 1102 DK Amsterdam The Netherlands",Amsterdam,['+31 20 691 2593'],['info@eetcafehonderdprocentzuidoost.nl?'],http://eetcafezuidoost.nl/,3.0 ,2 reviews,N,"['PRICE RANGE']:['€4 - €23'],['CUISINES']:['Dutch, European'],['FEATURES']:['Reservations'],",False,True
24,24,Café-Bistro Publiek,https://www.tripadvisor.com/Restaurant_Review-g188590-d19260980-Reviews-Cafe_Bistro_Publiek-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Oranje-Vrijstaatkade 69, 1093 KS Amsterdam The Netherlands",Amsterdam,['+31 20 737 2167'],['info@publiekamsterdam.nl?'],http://www.publiekamsterdam.nl/,5.0 ,8 reviews,N,"['PRICE RANGE']:['€10 - €35'],['CUISINES']:['French, Mediterranean, European'],['Meals']:['Lunch, Dinner, Drinks'],",False,True
25,25,The Yeti,https://www.tripadvisor.com/Restaurant_Review-g188590-d19284363-Reviews-The_Yeti-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Spuistraat 54 D, 1012 TV Amsterdam The Netherlands",Amsterdam,['+31 20 624 0066'],['info@theyeti.nl?'],http://www.theyeti.nl/,5.0 ,51 reviews,"['Food']:['50'],['Service']:['50'],['Value']:['50'],","['PRICE RANGE']:['€11 - €20'],['CUISINES']:['Indian, Asian, Nepali'],['Meals']:['Lunch, Dinner, Drinks'],",True,True
26,26,New York Pizza,https://www.tripadvisor.com/Restaurant_Review-g188590-d11912831-Reviews-New_York_Pizza-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Stationsplein 13, 1012 AB Amsterdam The Netherlands",Amsterdam,['+31 6 41555236'],[],http://www.newyorkpizza.nl/,3.0 ,16 reviews,"['Food']:['30'],['Service']:['25'],['Value']:['30'],","['CUISINES']:['Pizza, Italian, Fast Food'],['Meals']:['Lunch, Dinner'],['FEATURES']:['Wheelchair Accessible'],",True,False
27,27,Burger King,https://www.tripadvisor.com/Restaurant_Review-g188590-d10843031-Reviews-Burger_King-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Leidseplein 7, 1017 PR Amsterdam The Netherlands",Amsterdam,['+31 20 623 9832'],[],http://www.burgerking.nl/,3.0 ,50 reviews,"['Food']:['35'],['Service']:['35'],['Value']:['35'],","['CUISINES']:['Fast Food, American'],['FEATURES']:['Takeout, Reservations, Seating'],",True,False
28,28,Rain,https://www.tripadvisor.com/Restaurant_Review-g188590-d696995-Reviews-Rain-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Rembrandtplein 44, 1017 CV Amsterdam The Netherlands",Amsterdam,['+31 20 626 7078'],['info@rain-amsterdam.com?'],http://www.royal-amsterdam.com/,3.0 ,326 reviews,"['Food']:['30'],['Service']:['30'],['Value']:['30'],['Atmosphere']:['30'],","['PRICE RANGE']:['€30 - €50'],['CUISINES']:['European, International'],['Special Diets']:['Vegetarian Friendly'],",False,False
29,29,le pot au feu,https://www.tripadvisor.com/Restaurant_Review-g188590-d2705388-Reviews-Le_pot_au_feu-Amsterdam_North_Holland_Province.html, Unclaimed,International,"Damrak 9, 1012 LG Amsterdam The Netherlands",Amsterdam,[],N,N,3.0 ,5 reviews,N,"['CUISINES']:['International'],",False,False
30,30,Digters,https://www.tripadvisor.com/Restaurant_Review-g188590-d16725693-Reviews-Digters-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Stationsplein 39E, 1012 AB Amsterdam The Netherlands",Amsterdam,['+31 88 090 9800'],['hello@digters.nl?'],https://digters.nl/,3.5 ,14 reviews,"['Service']:['30'],['Value']:['30'],","['PRICE RANGE']:['€3 - €6'],['CUISINES']:['Dutch, Bar, Pub, European'],['Meals']:['Breakfast, Lunch, Dinner, Brunch, Drinks'],",False,False
31,31,Cedars Libanees Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d1063645-Reviews-Cedars_Libanees_Restaurant-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Heemstedestraat 80 Tussen het Hoofddorpplein en de Ring A10, 1058 NP Amsterdam The Netherlands",Amsterdam,['+31 20 408 3702'],['info@cedars.nl?'],http://www.cedars.nl/,4.0 ,408 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['40'],","['PRICE RANGE']:['€7 - €60'],['CUISINES']:['Lebanese, Mediterranean, Middle Eastern, International, Grill'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options'],",False,True
32,32,Burgerfabriek,https://www.tripadvisor.com/Restaurant_Review-g188590-d17751714-Reviews-Burgerfabriek-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Korteleidsedwarsstraat 36, 1017 RC Amsterdam The Netherlands",Amsterdam,['+31 20 776 8055'],['amsterdam@fenicie.nl?'],http://www.burgerfabriek.nl/,3.0 ,5 reviews,N,"['PRICE RANGE']:['€6 - €13'],['CUISINES']:['American, Bar, Fast Food, Grill, Pub'],['Meals']:['Lunch, Dinner'],",False,False
33,33,Domino's Pizza,https://www.tripadvisor.com/Restaurant_Review-g188590-d12992182-Reviews-Domino_s_Pizza-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Rozengracht 166, 1016 NK Amsterdam The Netherlands",Amsterdam,['+31 20 210 2020'],['s.elkasmi@live.nl?'],https://www.dominos.nl/winkel/nl-amsterdamrozengracht-30778,5.0 ,2 reviews,N,"['PRICE RANGE']:['€2 - €13'],['CUISINES']:['Italian, American, Mediterranean, European'],['Meals']:['Lunch, Dinner'],",True,False
34,34,Fluks & Sons,https://www.tripadvisor.com/Restaurant_Review-g188590-d13223560-Reviews-Fluks_Sons-Amsterdam_North_Holland_Province.html, Claimed,$,"Lindengracht 189 Market stall, 1015 KE Amsterdam The Netherlands",Amsterdam,['+31 6 30675960'],N,N,5.0 ,2 reviews,N,"['PRICE RANGE']:['€2 - €10'],['CUISINES']:['French, German, Dutch, European'],['Meals']:['Breakfast, Lunch, Brunch, Drinks'],",False,False
35,35,Strangelove,https://www.tripadvisor.com/Restaurant_Review-g188590-d12351206-Reviews-Strangelove-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Arie Biemondstraat 111, 1054 PD Amsterdam The Netherlands",Amsterdam,['+31 20 616 9994'],['strangelove@lab111.nl?'],http://www.lab111.nl/#!/strangelove,4.0 ,14 reviews,"['Food']:['45'],['Service']:['35'],['Value']:['40'],","['PRICE RANGE']:['€9 - €22'],['CUISINES']:['European'],['Meals']:['Dinner, Lunch, Brunch'],",False,False
36,36,Steakhouse Al Salta,https://www.tripadvisor.com/Restaurant_Review-g188590-d19336682-Reviews-Steakhouse_Al_Salta-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Waterlooplein 369, 1011 PG Amsterdam The Netherlands",Amsterdam,['+31 20 626 6064'],[],http://alsalta.nl/,3.0 ,4 reviews,N,"['PRICE RANGE']:['€5 - €35'],['CUISINES']:['Steakhouse, Bar, Grill, Pub, Argentinean, South American'],",False,False
37,37,Adam & Siam,https://www.tripadvisor.com/Restaurant_Review-g188590-d10765890-Reviews-Adam_Siam-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Rokin 93 Nes 104, 1012 KM Amsterdam The Netherlands",Amsterdam,['+31 20 777 0080'],['info@adamsiam.nl?'],http://adamsiam.nl/,4.0 ,196 reviews,"['Food']:['45'],['Service']:['40'],['Value']:['40'],","['PRICE RANGE']:['€8 - €24'],['CUISINES']:['European, Thai, Grill, Bar'],['Special Diets']:['Vegan Options, Vegetarian Friendly, Gluten Free Options'],",False,False
38,38,Busy Lizzy Grillbar,https://www.tripadvisor.com/Restaurant_Review-g188590-d12430435-Reviews-Busy_Lizzy_Grillbar-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Lange Niezel 22G, 1012 GT Amsterdam The Netherlands",Amsterdam,['+31 20 330 3040'],['info@busylizzygrill.nl?'],http://www.busylizzygrill.nl/,3.0 ,40 reviews,"['Food']:['30'],['Service']:['35'],['Value']:['35'],","['PRICE RANGE']:['€5 - €25'],['CUISINES']:['Bar, Grill, American, European, Pub'],['Meals']:['Dinner, Lunch'],",False,False
39,39,Kleine Kalfje,https://www.tripadvisor.com/Restaurant_Review-g188590-d4163394-Reviews-Kleine_Kalfje-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Amsteldijk 355, 1083 AB Amsterdam The Netherlands",Amsterdam,['+31 20 644 5338'],['info@restaurantkleinkalfje.nl?'],http://www.restaurantkleinkalfje.nl/index.html,3.0 ,102 reviews,"['Food']:['35'],['Service']:['30'],['Value']:['30'],['Atmosphere']:['40'],","['PRICE RANGE']:['€9 - €27'],['CUISINES']:['Dutch, European'],['Meals']:['Lunch, Dinner'],",False,False
40,40,Erva Cafe Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d14073161-Reviews-Erva_Cafe_Restaurant-Amsterdam_North_Holland_Province.html, Unclaimed,N,N,Amsterdam,N,[],http://ervacaferestaurant.nl/,N,N,N,,True,False
41,41,Pizzeria Bella Riva,https://www.tripadvisor.com/Restaurant_Review-g188590-d10713215-Reviews-Pizzeria_Bella_Riva-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Rapenburgerplein 3, 1011 VA Amsterdam The Netherlands",Amsterdam,[],[],http://www.bellariva.nl/,3.0 ,10 reviews,N,"['CUISINES']:['Italian, Pizza'],",False,False
42,42,Zero20,https://www.tripadvisor.com/Restaurant_Review-g188590-d12922608-Reviews-Zero20-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Lange Leidsedwarsstraat 71, 1017 NH Amsterdam The Netherlands",Amsterdam,['+31 20 846 2546'],['zero20lounge@gmail.com?'],http://www.zero20-amsterdam.nl/,3.5 ,9 reviews,N,"['PRICE RANGE']:['€23 - €40'],['CUISINES']:['American, Caribbean, International, European'],['Meals']:['Dinner'],",False,False
